0,1,2,3,4,5
-523.0365,-689.2093,-530.3527,-552.56573,-521.0393714789952,-339.1775085036773
-531.97845,-662.7048,-530.3527,-552.56573,-518.0763574751979,-353.8039119820328
-523.0365,-662.7048,-530.3527,-552.56573,-514.9417107109324,-368.1554220881804
-523.0365,-662.7048,-530.3527,-552.56573,-511.6523495280875,-382.09237647538754
-531.97845,-643.5165,-530.3527,-552.56573,-508.21194478308314,-395.48007024447674
-531.97845,-619.33734,-530.3527,-552.56573,-504.63569973933437,-408.191062648199
-531.97845,-619.33734,-530.3527,-535.8729,-500.90907250239104,-420.10730172233554
-519.0098,-619.33734,-530.3527,-535.8729,-497.003192893751,-431.12201595152385
-509.85992,-619.33734,-530.3527,-535.8729,-492.9247460582441,-441.1413338299732
-519.0098,-604.7618,-515.6259,-535.8729,-488.6736078722431,-450.08560498276734
-519.0098,-593.09753,-509.61414,-510.6917,-484.278723695452,-457.8904080468515
-511.39124,-586.00824,-509.61414,-510.6917,-479.7947388396452,-464.5072395007541
-488.0061,-569.9581,-499.31104,-510.6917,-475.24279674697675,-469.90388501288646
-488.0061,-560.2789,-499.31104,-510.6917,-470.6563669791399,-474.0644822312145
-488.0061,-540.12646,-492.12726,-495.03864,-466.06247834459873,-476.9892915119833
-469.3282,-540.12646,-487.17426,-486.77716,-461.474265706539,-478.69419780931236
-478.62933,-512.6956,-479.7069,-482.05103,-456.9397998167388,-479.2099717492029
-458.72266,-490.91742,-475.54785,-469.00684,-452.5093843236944,-478.5813206161245
-458.72266,-490.91742,-468.79883,-467.41882,-448.1745994131564,-476.86576126580235
-458.72266,-486.24792,-461.14233,-438.0597,-443.9173775493846,-474.1323476096786
-458.72266,-467.96698,-455.37646,-438.0597,-439.74712459199105,-470.4602853771794
-437.56824,-466.70038,-449.68604,-438.0597,-435.6530348453387,-465.9374659471446
-437.56824,-466.70038,-443.1073,-438.0597,-431.6795807634757,-460.6589491312917
-428.62622,-454.01526,-436.73645,-438.0597,-427.8993967754987,-454.72542239973205
-428.62622,-454.5257,-426.73572,-399.41833,-424.32009636432724,-448.2416615698657
-416.14917,-416.86743,-423.25732,-399.41833,-420.96282976281543,-441.31501575226406
-416.14917,-404.50378,-416.79187,-399.41833,-417.83360027106926,-434.0539379875222
-416.14917,-394.33313,-405.54358,-399.41833,-414.90805810444357,-426.5665827647478
-416.14917,-384.71057,-405.54358,-377.69678,-412.2038051837434,-418.95949158913123
-391.0625,-367.99866,-395.22156,-366.10828,-409.7326123950708,-411.33638691337006
-391.0625,-367.99866,-386.015,-366.10828,-407.4938487858821,-403.79709301764194
-391.0625,-356.93945,-375.1825,-366.10828,-405.49864778534004,-396.4366000097816
-391.0625,-343.78174,-371.307,-366.10828,-403.73985505037035,-389.34428355375985
-343.93298,-343.78174,-371.307,-366.10828,-402.2047177330631,-382.60328798748134
-343.93298,-343.78174,-365.06848,-348.18652,-400.94496831284215,-376.2900749572948
-375.44714,-364.72815,-356.67468,-348.18652,-400.03003549195057,-370.4741343602982
-375.44714,-343.78174,-356.67468,-348.18652,-399.49284351679387,-365.21784918006716
-343.93298,-343.78174,-347.26025,-348.18652,-399.38908293864796,-360.57650087986997
-343.93298,-343.78174,-347.26025,-348.18652,-399.7261121266664,-356.59839858383845
-343.93298,-364.72815,-344.99158,-348.18652,-400.48262838610697,-353.32511427447963
-343.93298,-378.28284,-344.99158,-340.32227,-401.70565571038827,-350.79180706450796
-343.93298,-406.11072,-344.99158,-348.18652,-403.43209409118913,-349.0276210489058
-343.93298,-404.50378,-344.99158,-340.32227,-405.63151663218366,-348.0561428335269
-343.93298,-413.2755,-344.99158,-348.18652,-408.27042903100676,-347.8959066000098
-343.93298,-413.2755,-344.99158,-348.18652,-411.32394029795745,-348.56093608860846
-343.93298,-413.2755,-347.26025,-348.18652,-414.7401010625818,-350.0613129398593
-394.5221,-463.5244,-356.67468,-348.18652,-418.5380491653045,-352.4037581784985
-394.5221,-524.17084,-356.67468,-366.10828,-422.7615094138207,-355.59220865202445
-423.59753,-490.91742,-356.67468,-366.10828,-427.3748526824936,-359.6283657469671
-423.59753,-545.8924,-371.307,-366.10828,-432.35656496637216,-364.512193092985
-485.39716,-524.17084,-371.307,-366.10828,-437.7237267469363,-370.2423444535932
-469.3282,-548.57684,-383.63293,-377.69678,-443.48135777215697,-376.8165107628061
-485.39716,-548.57684,-390.91125,-399.41833,-449.644974081242,-384.2316829863216
-485.39716,-569.9581,-395.22156,-399.41833,-456.24527139492545,-392.48433254715906
-485.39716,-569.9581,-404.48486,-420.89417,-463.24792264237783,-401.57051265756144
-485.39716,-585.7247,-416.5083,-420.89417,-470.6013555897727,-411.4858831629406
-517.25165,-585.7247,-430.13855,-438.0597,-478.3061854794847,-422.2256607826681
-485.39716,-591.7553,-443.1073,-438.0597,-486.34617042329313,-433.78449771368844
-517.25165,-596.93524,-456.3595,-457.75842,-494.7717854762559,-446.1562942333726
-517.5353,-619.33734,-468.79883,-467.41882,-503.67905304863456,-459.33395380903653
-515.8338,-619.33734,-487.17426,-487.36322,-513.0949039679657,-473.309091490406
-530.29596,-635.482,-509.61414,-510.6917,-523.0712809302329,-488.07170812908157
-550.2405,-648.4317,-530.3527,-510.6917,-533.6382180966226,-503.60984428878385
-544.22876,-662.7048,-538.51953,-535.8729,-544.793966395236,-519.909228125214
-558.99335,-662.7048,-551.8096,-557.084,-556.6088603646065,-536.952930672324
-567.2359,-689.2093,-585.4978,-590.0539,-569.1533640991448,-554.7210402064181
-625.27344,-689.2093,-585.4978,-602.3987,-582.3906652858562,-573.1903655174879
-625.27344,-701.04364,-614.57336,-632.9488,-596.2688777148079,-592.3341767238953
-641.3046,-705.6186,-635.51984,-632.9488,-610.7780727137507,-612.1219915665667
-641.3046,-713.2183,-658.88605,-652.156,-625.8700876646703,-632.5194137938648
-670.607,-723.44574,-679.946,-685.97656,-641.5969478489855,-653.4880273958039
-670.607,-728.11523,-697.395,-695.8259,-658.0579643844836,-674.9853466676645
-706.69617,-728.11523,-725.1094,-728.81476,-675.2343476617813,-696.9648192921252
-706.69617,-739.7795,-736.8304,-758.2494,-693.130344318296,-719.3758792924211
-706.69617,-754.9978,-756.5291,-767.02124,-711.6505825304855,-742.1640482468109
-706.69617,-760.518,-782.9012,-782.69324,-730.6131626989866,-765.2710845326994
-768.8172,-767.7396,-810.3698,-813.1677,-749.9495397710926,-788.6351802021295
-841.1467,-783.92206,-826.1931,-824.2081,-769.5491215129389,-812.1912035536104
-794.055,-783.92206,-853.09454,-853.26465,-789.3244907127169,-835.8709836911787
-794.055,-802.88354,-870.8272,-883.51227,-809.2356727497877,-859.6036327130597
-913.15497,-813.84827,-887.42554,-886.3669,-829.1234892255021,-883.3159021940949
-970.19055,-823.8678,-914.89417,-913.83545,-848.8216170135014,-906.9325721417606
-994.59656,-831.5053,-938.2415,-942.9299,-868.361838763677,-930.37687102899
-1018.39764,-842.0353,-957.4298,-943.1945,-887.808030428874,-953.5709251952185
-1026.451,-865.51495,-973.1207,-990.9291,-907.132184684707,-976.4362365263887
-1026.451,-852.6597,-989.9649,-990.9291,-926.3745404888779,-998.8941888168215
-1026.451,-875.25085,-1013.0476,-1014.84357,-945.3884129444739,-1020.8665835015332
-1090.5948,-875.25085,-1023.91785,-1035.0149,-963.9322953378626,-1042.2762033788035
-1090.5948,-888.5031,-1051.2352,-1059.0239,-981.9841014806814,-1063.0473996214541
-1103.8093,-898.844,-1066.5103,-1082.2201,-999.4759969507526,-1083.1066944695508
-1103.8093,-908.71234,-1087.9482,-1082.2201,-1016.3915950500441,-1102.3833902007677
-1124.3588,-908.71234,-1097.325,-1092.6555,-1032.8170372484647,-1120.8101740050847
-1150.3339,-908.71234,-1116.362,-1125.1716,-1048.6967377673732,-1138.3237076400292
-1124.3588,-908.71234,-1128.9148,-1136.7603,-1063.9949044846583,-1154.8651899521162
-1150.3339,-928.39215,-1145.7589,-1162.83,-1078.7175745141271,-1170.3808797536274
-1161.4498,-928.39215,-1154.6442,-1162.83,-1092.8310417217197,-1184.8225662426235
-1161.4498,-928.39215,-1167.1969,-1176.1956,-1106.3635097823476,-1198.1479738145263
-1185.3265,-928.39215,-1179.2771,-1183.852,-1119.3621047276408,-1210.3210877946206
-1185.3265,-928.39215,-1195.7809,-1183.852,-1131.6564752638103,-1221.3123882289146
-1185.3265,-928.39215,-1199.127,-1196.5182,-1143.0166982543346,-1231.0989810773144
-1185.3265,-928.39215,-1208.6929,-1220.6785,-1153.335964965313,-1239.664619657478
-1204.7229,-928.39215,-1217.9373,-1220.6785,-1162.4307282987052,-1246.9996136639845
-1181.3187,-928.39215,-1224.7997,-1228.7886,-1170.2805415212688,-1253.1006287876996
-1185.3265,-928.39215,-1236.8042,-1235.7455,-1176.9616626079817,-1257.9703865353529
-1185.3265,-930.793,-1236.8042,-1235.7455,-1182.3199648685184,-1261.6172795231555
-1150.3339,-928.39215,-1236.8042,-1235.7455,-1186.2355314335746,-1264.054920611985
-1150.3339,-930.793,-1240.8499,-1235.7455,-1188.8822163379855,-1265.3016449225115
-1150.3339,-810.1808,-1244.8387,-1235.7455,-1190.4732360527078,-1265.3799831607657
-1164.1343,-975.2759,-1240.8309,-1235.7455,-1191.1549130847786,-1264.3161232089437
-1150.3339,-930.793,-1244.8387,-1235.7455,-1191.1930871297939,-1262.1393745637852
-1150.3339,-975.2759,-1240.8499,-1235.7455,-1190.56812116365,-1258.8816476159673
-1150.3339,-973.4232,-1236.8042,-1235.7455,-1189.1502913974175,-1254.5769580609294
-1150.3339,-973.4232,-1236.8042,-1235.7455,-1187.1585042383956,-1249.2609662394784
-1150.3339,-975.2759,-1228.1836,-1235.7455,-1184.7592242386386,-1242.9705610108372
-1141.5432,-973.4232,-1217.9373,-1235.7455,-1181.904950187927,-1235.743496501526
-1150.3339,-973.4232,-1217.9373,-1228.7886,-1178.585312626661,-1227.6180873386056
-1124.3588,-973.4232,-1217.9373,-1220.6785,-1174.7792495562794,-1218.6329647870853
-1124.3588,-973.4232,-1206.67,-1220.6785,-1170.3849395369937,-1208.8268937742052
-1124.3588,-973.4232,-1195.7809,-1196.5182,-1165.6159386682834,-1198.2386490982142
-1090.6138,-973.4232,-1193.7959,-1183.852,-1160.7845995269633,-1186.9069473730897
-1108.7623,-973.4232,-1171.2803,-1179.2203,-1155.9287348672935,-1174.8704290859637
-1108.7623,-965.3509,-1167.1969,-1162.811,-1151.1675194736608,-1162.1676828241343
-1090.6138,-965.3509,-1156.4023,-1162.83,-1146.3398852929183,-1148.8373017145477
-1077.0212,-961.3809,-1139.7661,-1141.9591,-1141.0726299617422,-1134.9179610505746
-1077.0212,-961.3809,-1128.9148,-1125.1716,-1135.3112035277645,-1120.4485066638517
-1058.5891,-961.3809,-1105.3595,-1114.6985,-1128.896088770839,-1105.468045646754
-1050.5356,-947.8073,-1097.325,-1097.0225,-1121.7427927615017,-1090.0160331543818
-1026.451,-947.8073,-1077.9854,-1082.2201,-1113.9060017098643,-1074.1323499220305
-1026.451,-940.75586,-1060.6498,-1059.0239,-1105.1351255964926,-1057.85736482353
-1026.451,-940.75586,-1047.6622,-1042.9927,-1095.1738481070117,-1041.2319762364757
-1002.7634,-937.8823,-1034.6558,-1035.0149,-1084.2609475345841,-1024.2976261432625
-970.19055,-928.39215,-1017.8683,-1014.84357,-1072.7144420552481,-1007.096282077632
-994.59656,-928.39215,-1002.5554,-993.32996,-1060.6476835971798,-989.6703836635018
-970.19055,-928.39215,-977.56335,-990.96686,-1048.3506879614702,-972.0627518575377
-970.19055,-928.39215,-967.94086,-943.1945,-1035.6645978575111,-954.3164602636566
-970.19055,-914.7996,-949.11176,-942.9299,-1022.2128931235078,-936.4746698539722
-933.8745,-914.7996,-927.4469,-908.71234,-1008.1614761160553,-918.5804311070368
-922.2292,-909.43066,-922.9097,-905.8766,-993.5745718763208,-900.6764600052013
-894.23126,-898.844,-894.85516,-886.3669,-978.451839246397,-882.8048962700932
-883.6446,-893.891,-884.6276,-883.51227,-962.9648709162155,-865.0070544001533
-868.89886,-875.25085,-859.3898,-841.3358,-947.066357721624,-847.3231803867932
-894.23126,-870.3357,-840.4094,-824.2081,-930.6831491398447,-829.7922279230513
-868.89886,-870.3357,-819.2739,-824.2081,-913.9937437671668,-812.4516664361603
-841.3169,-857.4237,-799.8209,-782.69324,-897.1740055211884,-795.3373300159457
-841.3169,-846.68585,-789.7636,-782.69324,-880.3167850514301,-778.4833126704534
-841.3169,-838.6513,-769.838,-767.02124,-863.587598224377,-761.9219119174244
-815.8144,-838.6513,-748.1921,-748.211,-846.896275120348,-745.6836190322044
-840.73083,-831.5053,-736.8304,-729.155,-830.0339299862961,-729.7971499029247
-815.8144,-820.6918,-722.17914,-717.5664,-813.0247302628749,-714.2895062163774
-794.1117,-813.84827,-708.2464,-695.8259,-795.8114940779834,-699.18605446014
-768.8172,-813.84827,-698.68054,-676.1839,-778.4504462151818,-684.5106111766244
-768.8172,-813.84827,-679.946,-666.18335,-761.1199641672706,-670.2855261706502
-768.8172,-802.3731,-658.88605,-666.18335,-743.7585491399739,-656.5317585041817
-768.8172,-789.36664,-650.9461,-652.156,-726.3264338313382,-643.2689408843055
-768.8172,-785.718,-636.7486,-632.9488,-708.9747384378239,-630.5154260515078
-755.14905,-774.602,-626.65344,-632.9488,-691.8387730963864,-618.2883058070058
-755.14905,-768.2122,-614.57336,-622.8158,-675.0440204406775,-606.6033918977919
-706.69617,-768.2122,-599.2605,-602.3987,-658.7856632950449,-595.475149157662
-706.69617,-760.518,-599.2605,-590.0539,-643.0633185765455,-584.9165744171121
-670.607,-748.797,-583.0969,-590.0539,-627.8146815313846,-574.9390188475824
-670.607,-734.61847,-576.6693,-577.0285,-613.1731400747914,-565.5519561211493
-649.3392,-728.11523,-560.3545,-575.55396,-599.2289553492609,-556.7627033784635
-670.607,-713.89886,-551.18567,-567.93536,-586.0441980062674,-548.576105451879
-632.1548,-713.89886,-538.51953,-553.73785,-573.7368213084704,-540.994194432416
-670.607,-701.04364,-538.51953,-535.8729,-562.3504216906915,-534.0158370207001
-625.27344,-689.1526,-530.3527,-526.5718,-551.9149858767767,-527.6363826072791
-587.5585,-676.0516,-517.97015,-526.5718,-542.5692415481566,-521.8473267629105
-625.27344,-664.82214,-517.97015,-510.6917,-534.4593149053009,-516.6360074575997
-625.27344,-664.82214,-509.61414,-510.6917,-527.6796056601453,-511.9853535129291
-587.5585,-664.4819,-500.08618,-510.6917,-522.354553804517,-507.87370542765746
-580.14777,-643.5165,-496.70227,-510.6917,-518.24833447079,-504.27472758540705
-558.99335,-643.5165,-492.12726,-510.6917,-514.9575077417355,-501.1574280388345
-558.99335,-630.52893,-482.1834,-510.6917,-512.3249644136664,-498.48629745316634
